,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,5.0E-1V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9,1.5545454545454546e-9
,1.7954545454545454e-9,1.8055555555555555e-9,1.8156565656565655e-9,1.8257575757575754e-9,1.8358585858585855e-9,1.8459595959595953e-9,1.8560606060606054e-9,1.8661616161616155e-9,1.8762626262626253e-9,1.8863636363636356e-9,1.8964646464646455e-9,1.9065656565656554e-9,1.9166666666666656e-9,1.9267676767676755e-9,1.9368686868686858e-9,1.9469696969696956e-9,1.9570707070707055e-9,1.9671717171717158e-9,1.9772727272727257e-9,1.9873737373737355e-9,1.997474747474746e-9,2.0075757575757557e-9,2.0176767676767655e-9,2.027777777777776e-9,2.0378787878787956e-9,2.0479797979797955e-9,2.0580808080808157e-9,2.0681818181818256e-9,2.0782828282828355e-9,2.0883838383838458e-9,2.0984848484848556e-9,2.1085858585858655e-9,2.1186868686868758e-9,2.1287878787878856e-9,2.1388888888888955e-9,2.1489898989899058e-9,2.1590909090909156e-9,2.1691919191919255e-9,2.1792929292929358e-9,2.1893939393939457e-9,2.1994949494949555e-9,2.209595959595966e-9,2.2196969696969757e-9,2.2297979797979855e-9,2.239898989898996e-9,2.2500000000000057e-9,2.2601010101010155e-9,2.270202020202026e-9,2.2803030303030357e-9,2.2904040404040455e-9,2.300505050505056e-9,2.3106060606060657e-9,2.3207070707070756e-9,2.330808080808086e-9,2.3409090909090957e-9,2.3510101010101056e-9,2.3611111111111154e-9,2.3712121212121257e-9,2.3813131313131356e-9,2.3914141414141454e-9,2.4015151515151657e-9,2.4116161616161656e-9,2.421717171717186e-9,2.4318181818181957e-9,2.4419191919192055e-9,2.452020202020216e-9,2.4621212121212257e-9,2.4722222222222355e-9,2.482323232323246e-9,2.4924242424242557e-9,2.5025252525252655e-9,2.512626262626276e-9,2.5227272727272857e-9,2.5328282828282956e-9,2.542929292929306e-9,2.5530303030303157e-9,2.5631313131313256e-9,2.5732323232323354e-9,2.5833333333333457e-9,2.5934343434343556e-9,2.6035353535353654e-9,2.6136363636363757e-9,2.6237373737373856e-9,2.6338383838383955e-9,2.6439393939394057e-9,2.6540404040404156e-9,2.6641414141414255e-9,2.6742424242424357e-9,2.6843434343434456e-9,2.6944444444444555e-9,2.7045454545454658e-9,2.7146464646464756e-9,2.7247474747474855e-9,2.7348484848484958e-9,2.7449494949495056e-9,2.7550505050505155e-9,2.7651515151515357e-9,2.7752525252525356e-9,2.7853535353535455e-9,2.7954545454545454e-9
